mesh size= 0.117851, time step=0.1
0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,2,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,2.9,3,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,4,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,
0,0.0903887,0.160696,2.30115,918.413,332762,1.26437e+08,4.93064e+10,1.94967e+13,7.77019e+15,3.11154e+18,1.13624e+21,4.19275e+23,1.56034e+26,5.84813e+28,2.20504e+31,8.35698e+33,3.18141e+36,1.21587e+39,4.66283e+41,1.79369e+44,6.91888e+46,2.67547e+49,1.0369e+52,4.02676e+54,1.56669e+57,6.10593e+59,2.38343e+62,9.3171e+64,3.64706e+67,1.42937e+70,
0.1,0.0903908,0.165411,0.179651,0.0404462,0.448037,3.4164,27.1378,217.845,1621.97,11766,76817,503445,3.31215e+06,2.4529e+07,2.02969e+08,1.6708e+09,1.36896e+10,1.11898e+11,9.13767e+11,7.46152e+12,6.09603e+13,4.98487e+14,4.08082e+15,3.34494e+16,2.74541e+17,2.25642e+18,1.85708e+19,1.53049e+20,1.26303e+21,1.04367e+22,
0.2,0.0904044,0.166364,0.202132,0.167022,0.00848032,0.401433,1.277,3.28155,9.73324,32.9216,98.3052,331.945,1172.79,4060.37,13920.4,47521.4,162044,552898,1.88952e+06,6.47088e+06,2.22109e+07,7.64126e+07,2.63457e+08,9.10172e+08,3.14996e+09,1.0918e+10,3.78893e+10,1.3245e+11,5.05882e+11,1.92886e+12,
0.3,0.0904171,0.165833,0.212677,0.222867,0.179922,0.0743411,0.147932,0.53753,1.19926,2.29547,3.69747,5.74598,9.15026,15.6018,28.7374,57.0013,112.9,223.639,443.273,889.369,1956.37,4260.83,9217.51,19850.1,42619.1,91330.3,195495,418233,894632,1.91403e+06,
0.4,0.0904295,0.165026,0.218139,0.244961,0.247328,0.230766,0.187524,0.110525,7.34254e-05,0.154052,0.330887,0.538298,0.785083,1.08156,1.44006,1.87534,2.40517,3.05087,3.83786,4.7963,5.96159,7.37469,9.08224,11.1359,13.7069,16.9225,21.167,27.2943,35.224,45.4971,
0.5,0.0904417,0.164444,0.219081,0.25479,0.278103,0.288095,0.294451,0.28716,0.273585,0.255961,0.212989,0.173806,0.137536,0.103555,0.0714058,0.0407447,0.0113092,0.0171051,0.0446594,0.0714827,0.0976795,0.123335,0.14852,0.173294,0.197705,0.221795,0.245601,0.269152,0.292475,0.315593,
0.6,0.0904537,0.164013,0.219732,0.260578,0.294006,0.31393,0.333103,0.347882,0.355497,0.362685,0.33593,0.313392,0.294135,0.277481,0.259144,0.242761,0.228226,0.215238,0.203557,0.192991,0.183384,0.174607,0.166554,0.159136,0.152278,0.145916,0.139996,0.134472,0.129303,0.124454,
0.7,0.0904655,0.163686,0.220227,0.26429,0.30142,0.32743,0.35154,0.374428,0.388523,0.40255,0.378655,0.358702,0.341784,0.322546,0.305683,0.290906,0.277847,0.26622,0.255801,0.246408,0.237895,0.230144,0.223055,0.216546,0.210547,0.205001,0.198429,0.192312,0.186609,0.18128,
0.8,0.0904771,0.163434,0.220628,0.266844,0.305349,0.335442,0.36192,0.388391,0.405561,0.422466,0.399427,0.380228,0.362095,0.34323,0.32688,0.312574,0.29995,0.288729,0.278689,0.269653,0.261478,0.254045,0.245405,0.237318,0.229877,0.223009,0.21665,0.210744,0.205246,0.200115,
0.9,0.0904886,0.163237,0.220968,0.268707,0.308086,0.340719,0.368572,0.396462,0.416029,0.434556,0.411919,0.393078,0.374133,0.355547,0.339453,0.325384,0.31298,0.301965,0.292117,0.283261,0.274078,0.264559,0.255872,0.247914,0.240596,0.233845,0.227597,0.221798,0.216402,0.211367,
1,0.0904999,0.163083,0.221267,0.270133,0.310125,0.344489,0.373263,0.402102,0.42325,0.442853,0.420459,0.401834,0.382371,0.363955,0.348017,0.334089,0.321817,0.310922,0.301186,0.291525,0.281135,0.271697,0.263087,0.2552,0.247949,0.241261,0.235071,0.229328,0.223983,0.218998,
